Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
BTBD16	4.08293144551906	-1.03928027884757	4.28571725625661	6.0284128231079e-05	0.00182672282903987	1.66370258610542
IL18R1	3.78356816026177	0.225500401584642	4.27673989748963	6.22178414552388e-05	0.00188208970402097	1.5624402207467
PPP1R3B	2.32131106992561	5.48438586641022	4.27525259758212	6.2543948392503e-05	0.00188872032872129	1.33991227938495
BICD1	2.11982715801669	3.94842662872425	4.27323767672458	6.29883820421636e-05	0.00189889549002877	1.37186355560121
DAB2	2.98308477803354	5.37897456377923	4.27256668024092	6.31370618983871e-05	0.00190013515416849	1.29651713999478
NBEA	2.95883211268282	2.22843920826393	4.26830502689719	6.40893220985742e-05	0.00192551354454662	1.41161624672362
LDOC1	5.57008713350177	-3.03790760708284	4.2652741224947	6.47750159898035e-05	0.00194281058145309	1.58767675688363
COL18A1	3.86722500572314	3.14873033915573	4.25690551238064	6.67053471976158e-05	0.00199731637897132	1.28243752348338
MEST	-6.08143062482483	6.20275781995435	-4.2542341048835	6.73331785813449e-05	0.00201270377803391	1.57081453287219
LXN	3.61741925091142	2.29167414980289	4.24174369474977	7.03453135018641e-05	0.00209868950042986	1.4093467032154
PLXND1	3.64984084438892	3.63544343955346	4.2413297023152	7.04473493578005e-05	0.00209868950042986	1.21153956010375
AIG1	1.89961959342145	4.5404844794463	4.23344715321167	7.24176787576293e-05	0.0021537554089769	1.25481682556725
MSRB3	3.53546075209814	0.101358143117183	4.23164967457551	7.2874384378653e-05	0.00216369558728283	1.36996415937403
INHBC	3.73318129741653	-3.26674987447229	4.23110090851929	7.30143696768996e-05	0.00216408373363367	1.4822583226416
BST2	4.27965914149572	2.93491950562127	4.23063877601759	7.31324572047607e-05	0.00216408373363367	1.16725086068161
CIDEB	3.63120031402192	0.662523800928541	4.22712297639614	7.4036907537445e-05	0.00218360489599593	1.37400280110023
GYS1	1.56105573962763	5.50666252852249	4.22711349994012	7.40393599400861e-05	0.00218360489599593	1.17103440707002
SLC5A10	4.356562427493	-2.91650258766174	4.22480832931868	7.46382521221733e-05	0.00219759893665052	1.48055955831105
VLDLR	2.95397554461368	3.48643202382023	4.21881977816105	7.62160735135454e-05	0.00224032138883576	1.19013505163972
IGFBP7	5.37541236112491	0.0117215694362212	4.21480849757378	7.72909206796432e-05	0.00226814186831657	1.23622610155892
GGT1	3.58610335092528	3.76645818184551	4.20940885652278	7.87609510663213e-05	0.00230744769740901	1.15162242759946
JAK3	3.5925116294032	0.933587087006202	4.20556530712779	7.98237692874094e-05	0.0023347130930983	1.27117805178781
MAML3	-4.01438144540971	3.3433632959771	-4.20496947618355	7.99897645761194e-05	0.00233570112562269	1.40250944104554
PTPRM	4.62927076717733	0.528641504793764	4.19901340349276	8.16675364391336e-05	0.00238075692860352	1.23137459807879
BATF2	3.3494109671102	1.49746226153831	4.19478947320004	8.28779379463889e-05	0.00241206202926014	1.32251563530162
KCNIP3	4.05062733038168	-1.0988057871499	4.19356158305222	8.3233039891363e-05	0.00241841263605398	1.3258677698608
GPR146	2.49921520392363	0.584552908809593	4.18772719512261	8.49405130972937e-05	0.00246397225677634	1.33639433425292
ARHGEF6	3.31764932354147	1.2711590004369	4.18595201554545	8.5466712614659e-05	0.0024751720410665	1.12208405791383
PI15	-5.65907499255431	0.41574592638548	-4.18392834124648	8.60704128356628e-05	0.00248857596261018	1.34193705647468
HRCT1	3.60538385606609	0.0625300081038101	4.17508199815576	8.8758156378775e-05	0.00256209410226706	1.26306510073828
AC137056.1	3.70433027926056	-4.92471352726634	4.17025116518361	9.02599256535959e-05	0.00260119387699254	1.28431106251094
KCNA5	4.39104634176009	-4.86937132203358	4.16678252922536	9.13533322551869e-05	0.00262841688537481	1.27797247990421
HSF4	3.46672585994128	1.3415273933572	4.15975658877267	9.36074271992562e-05	0.00268889237219847	1.1401526052653
FAM57A	1.46412403935172	4.68767437898612	4.15562216618011	9.49588529208776e-05	0.0027232842462666	0.991078779528405
CAPN12	3.86970277921119	1.36577025912066	4.1549980037419	9.51645036346759e-05	0.00272475870536497	1.15688347613783
METTL7B	3.59411143697123	3.63107756705098	4.15256354276172	9.59707334711346e-05	0.00274088781477155	1.02821827287256
FHOD3	4.61982941924741	1.18109100864367	4.151808364368	9.62221660971542e-05	0.00274088781477155	1.07291426738112
PFKFB4	2.34431323468538	4.25130414501266	4.15172093334782	9.62513168332718e-05	0.00274088781477155	0.952983991213115
PILRA	3.15180373820129	-1.41988506183365	4.15142985409035	9.63484282221858e-05	0.00274088781477155	1.252952118387
CADM1	4.7400243409852	1.45115856690054	4.14353510770431	9.90186830423121e-05	0.00281232163123069	1.06281023372589
TSPAN12	2.98164393912235	3.9185637220626	4.14068758305981	9.99992246652958e-05	0.00283561204323775	0.98624973508201
PML	2.04964679741589	4.93485019790404	4.1389393744799	0.000100605854309016	0.00284824202279339	0.888665253919098
ERFE	-4.79082973994054	0.0334435216435523	-4.13840204821111	0.000100793019455806	0.00284897517073003	1.19916536052824
KLHL14	5.41900848172232	-3.53617939214108	4.1367584391746	0.000101367621098957	0.00286063960756258	1.20455224604291
RUNX1	2.59100365700833	4.64346429080366	4.13546954408534	0.000101820425992232	0.0028677390106148	0.910482894964626
PADI1	4.98473629261078	0.214646832825455	4.13511917371387	0.000101943852522704	0.0028677390106148	1.0797829684567
ODF3B	3.77977629342945	0.0975162362074785	4.12942250381745	0.000103971018217681	0.00292011447986258	1.05830831422021
MEIS3	3.70630609058513	-0.803990914150716	4.1282174206902	0.000104404805616688	0.00292764332702288	1.169984410998
WDR81	1.97847159502174	4.01363276788639	4.12667636074437	0.000104962077961166	0.00293860549803797	0.90307393580574
IL4I1	3.81643872876093	-1.10303698491343	4.12445909127657	0.000105768916877275	0.00295650899612964	1.15458731605543
PCED1B	3.27304858990842	2.19962327302248	4.11835911452196	0.000108019625892982	0.00301465199214126	0.972480913269335
ARHGEF26	-5.42531954306808	0.70950856894877	-4.11779544840872	0.000108229918415044	0.00301506441633538	1.13790633224968
GFPT2	3.80405628316932	0.133205411937905	4.1171072221508	0.00010848721737606	0.00301506441633538	0.97754564991074
CITED2	1.99028525747992	5.33337480001223	4.11680526149454	0.000108600293971906	0.00301506441633538	0.782540214595049
TENM3	4.46229824990402	-0.985478767083602	4.11645276177189	0.00010873244000344	0.00301506441633538	1.10350447780663
ADM	3.06133386082829	5.07065320516115	4.11603898405664	0.000108887756007131	0.00301506441633538	0.776664990857876
NFKBIZ	2.94948285867401	4.6162410290186	4.11218617017517	0.000110344263334013	0.00305061307677414	0.80194145948222
CELSR2	3.45361947185604	3.46718254129574	4.11164608922891	0.000110549929901568	0.00305152353381421	0.89278095323224
ZNF626	3.24130857036594	1.47028546820915	4.10940810050242	0.00011140611905634	0.00307035959321263	0.953844965955525
C1RL	2.03111585907234	4.64319421725099	4.107411398747	0.000112175394701959	0.00308674536262432	0.807058504460201
CPA4	4.27703655860799	-0.764079126657689	4.1050743871313	0.000113082290952494	0.00310652983137743	1.07298494996618
PDIA5	2.60691768590173	4.82976483294162	4.10465424706174	0.000113246077856168	0.00310652983137743	0.794279939739061
BNIP3	3.38833405083062	5.04601433233415	4.10184681300697	0.000114346411429763	0.00313185070436928	0.699059315382852
RCBTB2	2.63444871272424	2.79626137235807	4.09742064229941	0.000116102155796959	0.00317194972230672	0.895103283512499
GCK	4.47243471854627	-4.17365599164227	4.09694262598722	0.000116293320170741	0.00317194972230672	1.07430224984342
SAA2-SAA4	4.60676685439055	-4.44023537872015	4.09680325743708	0.000116349112422436	0.00317194972230672	1.07313026733237
SLC10A2	4.17908619895148	-3.17889653354752	4.09331507236403	0.000117753945283879	0.0032053023072188	1.06490148129318
TSC22D3	2.58101088534418	4.88598732411762	4.09001530914281	0.000119097937194231	0.00323689870534351	0.753130143905135
HSD17B14	2.75617294828523	0.206604214172159	4.08909896261772	0.000119473780756638	0.00324212566950348	0.926876204420453
GOLGA6L7P	5.00932348294933	-2.85483563812845	4.08618746046025	0.000120675549817369	0.00326971512741356	1.03921611165943
CYB561D1	1.53022042507579	4.11541655982595	4.08488543038058	0.000121216746851183	0.00327934923410873	0.800685896487901
PRICKLE2	2.23703643183357	1.98817125623657	4.08434064273485	0.000121443884919035	0.00328047044492304	0.911070792568382
FUT11	2.3137889839536	3.14661628202385	4.08145862691256	0.000122652325311267	0.00330805492969288	0.840096614480121
SYTL2	4.40029325232788	4.02680081025737	4.07927676337166	0.000123574889877523	0.00332785671429317	0.743158787489991
AMACR	2.05653967545666	5.8483483179112	4.07742191905453	0.000124364436659524	0.0033440215190672	0.681949785629315
CAVIN3	3.83591534022047	1.7602652443414	4.07635249960769	0.000124821861121467	0.00335122036257117	0.799227737966087
VKORC1	1.80430130024216	5.4792607688385	4.0718381501209	0.000126770724064423	0.00339626313071274	0.638054486298437
BARX2	3.29526585061904	2.5394891445451	4.07157769868548	0.000126884052205955	0.00339626313071274	0.756234407765678
FDFT1	-3.10632157561115	7.54917133160837	-4.07083573210078	0.000127207433669395	0.00339976781120051	0.812507718006223
IL1R1	3.41074494404196	1.88217602029781	4.06938636375631	0.00012784142437941	0.00341155075994964	0.751385653626946
ZMAT1	4.03170210056013	-0.609955611861964	4.06479615077351	0.000129869456126441	0.00346044315524842	0.902835716196901
PGAM2	5.36784293627352	-2.77719859287869	4.06218898688082	0.000131035111339027	0.00348624439294465	0.973134157948378
FMO1	4.58554719720293	-2.88226964875293	4.06045477781339	0.000131816046868696	0.00350174779546223	0.972604333816861
MARCKSL1	-3.38133416420198	7.0581954624039	-4.05510399944873	0.000134253931444682	0.00355679954209828	0.821547221128712
HLA-DPB1	5.56875412794315	-1.04452835408107	4.05502330419702	0.00013429102765649	0.00355679954209828	0.808870860963049
SQLE	-2.01302451570243	7.03198285143893	-4.05302570007587	0.000135212495348704	0.00357420074055094	0.677950922653864
ST3GAL3	1.96404794697847	2.13352560319517	4.05272296886149	0.000135352671540166	0.00357420074055094	0.748328203546426
WDR66	2.23174126217941	1.8736357266831	4.05075697695484	0.000136266413722682	0.00359295890272373	0.817742469937039
IL15	2.3546776368362	1.37075628036441	4.0501986591908	0.000136526986815409	0.00359446460369748	0.846326088788826
CD99L2	1.47257307510734	4.79562275685249	4.04896023438875	0.000137106687549204	0.00360435527119677	0.60493252006748
DPYSL3	3.42339075300716	3.45488287224197	4.04452573067325	0.000139201964296686	0.00365399985329162	0.615762283675555
BBOX1	4.20438806992653	-1.91446442181139	4.0434442534129	0.000139717614413922	0.00366209403002424	0.876550076536467
GRIK4	4.98279388393265	-4.21451958491349	4.04164407701677	0.00014058002362244	0.00367923955157632	0.907111812851092
PITPNM2	2.21200710174144	3.3988957428598	4.04103472148912	0.000140873106783635	0.00368098215771149	0.670816122983386
FGA	5.2439270219572	-1.40295353597307	4.04063986169311	0.000141063337528058	0.00368098215771149	0.796887530374142
PRRG4	2.56748769925047	3.78112794680892	4.03385575343798	0.000144370598093587	0.00376172711787804	0.644021610752693
MMP2	4.445962196019	0.258561181222016	4.02826206242807	0.00014715356887111	0.00382859344282331	0.692547546394408
FOXB1	4.25708743740284	-4.4961780624988	4.02752369178832	0.000147524759105009	0.00383260646227808	0.859029001163815
GUCY1A3	4.70492960683322	-0.799888705880982	4.02438499777777	0.000149112713064595	0.00386817208369917	0.698543635209973
IL20RB	6.25692726476697	0.0433882891892589	4.01711917238689	0.000152852081323778	0.00395936197751593	0.742693486843
SNTB1	3.04388948056369	4.38259328526065	4.01657972933716	0.000153133277180843	0.00396083817668634	0.584500195141224
NUPR1	5.2998836014176	3.46911307390958	4.01455825581896	0.000154191447399263	0.00398237735344353	0.520031761260876
IRS2	3.44854632958395	4.52697339134399	4.01061841160574	0.000156274076500232	0.00403027421234028	0.493185464132884
DEPDC7	3.11429087605255	1.69380094495749	4.00835235420116	0.000157484165202389	0.00405556160709241	0.712114784367998
LY96	3.93641268084775	-0.933198211002257	4.0064008332448	0.00015853351137736	0.00407664193885363	0.684736147570295
VAV3	4.80835160830622	3.56862234453684	4.00370714485292	0.000159992984433792	0.00410819195204561	0.548537050290554
ANKS1B	3.51020025822544	-2.47137816722981	3.99559907426616	0.000164464472348261	0.00421079674524379	0.758078191469134
LGALSL	-2.46955364367667	4.2121113705608	-3.99559700932862	0.000164465626300137	0.00421079674524379	0.749397468382393
FIGN	4.28234419293111	-1.56505708139272	3.99015420930628	0.000167534454502602	0.00428316016388274	0.661449278190099
CAV1	3.81949674145221	3.96334491005262	3.98290629009225	0.000171706677245118	0.00438348289048012	0.391632881408077
CRYAA	3.50131098161007	-5.01000684868657	3.97871586635493	0.00017416426899222	0.00443980660319849	0.712308900003483
HOXA10	3.44298334677163	3.16745308684031	3.97561942161746	0.000176001960898178	0.00448018824384324	0.521734908001393
ADAM8	3.36782605333831	2.65640333484685	3.97518710016061	0.000176260015571031	0.00448030134543573	0.478763714804867
ARHGAP42	2.81542785126655	2.46518813463222	3.97314466025135	0.00017748408463756	0.00450493367702175	0.541885059427093
DNAJC22	2.56635995206771	4.73361487512415	3.97227986972379	0.00017800482765876	0.00450670648793261	0.361227125501215
FBN1	3.70080582345892	0.574588751148174	3.97218152196885	0.000178064141773857	0.00450670648793261	0.526828474075168
GLB1L	1.66013064592658	2.23550960293795	3.9701850918205	0.000179272316828285	0.00452290927235057	0.562526446476086
MOCOS	2.09263024036551	3.12555015354236	3.96989639334001	0.000179447678744808	0.00452290927235057	0.485180341605032
CYP8B1	3.31320654060141	-2.01661524430388	3.96985571825211	0.000179472398953795	0.00452290927235057	0.698519351442665
MET	3.01014372459025	6.28449798612564	3.96491320611065	0.000182500694352045	0.00459267416869404	0.326010064272664
SLC41A2	2.6450713015474	3.49563922126288	3.96290183825444	0.00018374707698449	0.00461746210811949	0.410938556221448
CTSD	2.40708485637779	7.48351617947752	3.95880036124513	0.000186314037531863	0.00467531787931518	0.217750370236239
GRIN2B	6.2982290396777	0.746396399819959	3.95152199276786	0.000190954381084746	0.00478076409044119	0.573779858541958
GUCA1C	3.95690223912147	-4.88684082609776	3.95136239496285	0.000191057367137523	0.00478076409044119	0.631682489702846
GBP4	3.7734181861382	2.09382825309195	3.95076812675741	0.000191441309016912	0.00478359570734478	0.442358913459882
XRCC5	-1.24305665984627	8.85353633315903	-3.94808620881578	0.00019318327182638	0.00482030463288818	0.225719568868715
HOXD4	4.21738666715029	-1.42071084834487	3.94350051555693	0.000196197119011777	0.00488666143252195	0.58827931194898
GPR3	-2.82077577363423	-0.651083110339342	-3.94284530944778	0.000196631410230707	0.00488666143252195	0.610054267734276
GIMAP5	5.70056722727335	-4.1083479901281	3.94278339926456	0.000196672493972778	0.00488666143252195	0.616262432156266
SSB	-1.53392741527964	7.45104452884361	-3.94200154707417	0.000197192043159649	0.00489268909334038	0.274480104850249
SIGLEC9	3.95720193701172	-4.07953808267341	3.93945976619424	0.00019889021091095	0.0049279024767922	0.600448451777243
CD40	4.85405243242286	-0.201511621218345	3.93714612605239	0.00020044816473962	0.0049595480088097	0.398496739066396
TRIM22	3.69767262532794	2.47278463018554	3.93658375516483	0.000200828620151786	0.00496201175328875	0.361827292072623
ZNF608	3.74381023248728	2.72150297888512	3.93358479575688	0.000202869218837816	0.00500542963685594	0.375037306443557
RNLS	2.84980129505871	2.1511399289868	3.93014907093134	0.000205231487628949	0.00505665196715901	0.428242169918049
HEG1	3.14592492823477	1.79171837723021	3.92523077192331	0.000208659144397311	0.00513394490936336	0.322324002110429
EPSTI1	3.24530175173414	3.57866173161929	3.92445933804278	0.000209201734710068	0.00514013608537978	0.330915024148628
ITGB7	4.29344065943762	0.633322071268388	3.91448393174062	0.000216341154081283	0.00530817059444436	0.376316205483548
GOLGA8N	2.64017516593431	2.19399184051772	3.90873830333262	0.000220558876077895	0.00540415132426088	0.311523982977448
FRAT1	-3.87942013011284	1.17869297571581	-3.90371010886767	0.000224314614138314	0.00548856228998262	0.495352167302746
USP39	-1.2784259235861	5.91489665865501	-3.90169566285398	0.000225836433324534	0.00551815550637788	0.254382830122254
AC009779.3	2.01044264123172	2.3919858869565	3.90109854719335	0.000226289426770086	0.00552158703497285	0.301144845505003
NTNG2	3.62159218509129	-2.12715745202291	3.89497784455865	0.000230983376809338	0.00562140219962602	0.470854596233074
PBX1	-6.33778502608894	5.02814343373609	-3.89493504185879	0.000231016528751754	0.00562140219962602	0.473471872305275
SMIM6	3.38154367694253	0.856747520966667	3.89234417876103	0.000233031752788528	0.00566263953887502	0.390518700175621
INSIG2	2.09239998143607	4.90715085146515	3.8916064802581	0.000233608627398688	0.00566426529332053	0.100642378127771
LDLR	-4.51368459050131	6.43454304411838	-3.89143883148064	0.000233739918421299	0.00566426529332053	0.441827516786195
CHST11	3.57288750618881	1.6420861350911	3.88838797270645	0.000236141545221027	0.00571462539434885	0.182937364307202
B9D2	2.13152935829792	1.91204072485536	3.88618099634034	0.000237893609434853	0.00574914980065131	0.302035132092776
ACLY	1.3321467447492	7.87891120002631	3.88566488156656	0.000238305135909968	0.00574997128808646	-0.00771712856790785
AL035460.1	4.23067436351434	-4.52108580664089	3.88532243206721	0.000238578566408207	0.00574997128808646	0.441117051298596
C5AR1	3.04374393591697	-0.840089869490357	3.87838325533334	0.000244184462445481	0.00587706091765922	0.388227407231898
IL1R2	4.39862510504719	1.34330066843805	3.87294653280685	0.000248664637225166	0.00597674759349629	0.252012560245811
NRIP3	-4.50617997299149	-0.283929608340844	-3.87205277744879	0.000249408648181762	0.0059802232373277	0.405267542696476
CXorf38	1.2203746877499	5.0445503702926	3.87195967487437	0.000249486274533596	0.0059802232373277	0.0735328569759996
H1F0	-4.15619146177441	7.81054442555784	-3.86775479961359	0.000253016438705054	0.00605662385659008	0.198879718642693
GLMP	2.13121813124241	4.53546092269707	3.86695993590447	0.000253689120545209	0.00606450880047587	0.089903840932573
ADAMTS9	5.50791284147001	-1.44413614334146	3.86639139214969	0.000254171322684123	0.00606782511694286	0.369669210652539
DGAT2	-5.83352525123477	4.04990512426974	-3.86542851400633	0.000254989979085652	0.00607915380637939	0.385306541912945
TGFB1	2.62243593137271	3.06874328740302	3.86302736925463	0.000257042504211754	0.00611982867844318	0.0429241294206539
UBA5	1.50553257522176	5.44190640418406	3.86053069441735	0.000259193484528735	0.00616273499015429	-0.00744517714474568
HOXD8	3.92689041608696	-0.259278170412718	3.85519519062527	0.000263848216795762	0.00626497661009937	0.246888895856481
SLC15A4	2.73509861095064	3.55685158721065	3.84996745649754	0.000268486584447005	0.00636655570582655	0.0382395194394505
TPP1	1.78207347977612	6.41239792450111	3.8472778462742	0.000270903320683182	0.00641525209542775	-0.101974241892881
FMO2	4.4475331980328	-3.42200796391357	3.84492077055701	0.000273038389304035	0.00645715687475916	0.327324333331397
BET1	1.30384468229516	4.71968271681481	3.84100888960641	0.00027661745486386	0.00653305341928468	-0.0197714175387738
MOXD1	4.28267179483201	-1.35461666220391	3.83971094502507	0.00027781487397646	0.00655257351624584	0.161995150598543
ZNF676	4.38671981703019	-4.56626087006489	3.83915101405748	0.000278332970520894	0.00655604034296282	0.307378062904493
THBS2	3.95843902592186	-0.228840763739954	3.83658565025603	0.000280718527540235	0.0065986589392456	0.208505820962278
ABCA12	4.14356582153136	0.772518745252353	3.83640273860824	0.000280889365012606	0.0065986589392456	0.112066333104041
ADA2	4.42917974057173	0.12522849809545	3.83400297946473	0.000283139960761338	0.00664269660930915	0.205584768967526
GSG1	3.07925738793029	-1.72620217241445	3.8329414481015	0.000284141011949665	0.00665734100411509	0.292389257803455
TNFRSF14	2.62888285504153	3.91388031748238	3.82740091297893	0.000289421152956326	0.00677207163990259	-0.00430619746087135
TBKBP1	-5.24659157194405	2.17794526908882	-3.82684477294039	0.000289956316112148	0.00677561941856774	0.273144022646608
HIPK2	2.20227990341277	5.5291587001552	3.8247953184489	0.00029193666229662	0.00681288385222203	-0.15435473771855
APCDD1L	4.60982380349487	-1.90232245486682	3.82098903408064	0.000295649021205805	0.00689041637021338	0.238288172069599
FAM83B	-6.15775095800855	2.88506316712585	-3.8193749319861	0.000297236907301621	0.00691829671197685	0.252733060860603
OCLN	-4.58356928279205	5.58207175320202	-3.81696738159705	0.000299620539935882	0.00696460060329908	0.236210151740221
IGFBP4	3.35225411089518	6.25250226096914	3.8153578890987	0.000301224240441153	0.00698335478657904	-0.18443899418039
SLC9A3R1	2.25418083198701	5.79470003184611	3.81529370206482	0.000301288366623532	0.00698335478657904	-0.153526403473999
TBC1D30	-4.79138399558381	2.94982035782758	-3.81496870972779	0.000301613251565708	0.00698335478657904	0.238227620345373
FAM234B	2.03819178791541	2.32782455643475	3.81212650647131	0.00030446884677635	0.00704024430255367	0.0143149577199626
THPO	4.47012093304917	-3.49963692101239	3.81160232041234	0.000304998322441387	0.0070432684499994	0.230395319217331
SPART	2.8539685893608	2.13940353899367	3.81050906463488	0.000306105448593611	0.00705737993111741	-0.104860074501027
IL15RA	3.55375963278447	1.03051684638634	3.81021058998875	0.000306408378080327	0.00705737993111741	0.128124718480096
HOXD9	4.47729926575343	-0.486198189579676	3.80888027610242	0.000307762041471659	0.00707932841749783	0.112550762779482
PLOD2	3.59559597064553	6.54463489141636	3.80663616670052	0.000310058524475675	0.00712287892508099	-0.263782949425281
PPP1R14D	4.72060130928264	1.97430094538256	3.80412660823846	0.0003126460816613	0.00717299438782926	0.0206170116198994
CNR1	5.08518521983871	-3.56377155648548	3.79791200065908	0.000319143123356937	0.00731255825839643	0.190593504202003
ARSA	2.02378472594386	4.00307426723239	3.79667150339396	0.00032045537851315	0.00733311491815195	-0.157176277371198
TCEA2	2.91707429746416	1.73121370192803	3.78927384778681	0.000328388829701105	0.00750493798900352	-0.107205257109371
C6orf223	3.76229585507343	3.45780499087124	3.788581715133	0.000329140632155954	0.00751240104349753	-0.0733873473364453
TMEM30B	-5.65368898706912	3.7937367716877	-3.77607948792158	0.000343007596775434	0.00781880284469009	0.126365019576641
PTGS1	3.60209695988633	-0.204077043490626	3.77455009894567	0.000344741808043452	0.0078482071918758	-0.0136291351771041
RDH13	1.71527023404468	3.44082005642061	3.76979814345089	0.000350183837931717	0.00796183742715794	-0.147360565993401
FIGNL2	4.35965580200184	-1.83165881368511	3.76940605223355	0.000350636519125817	0.00796188270806771	0.0864362023697245
TBC1D20	1.37682881005474	5.29765799974803	3.76864163572853	0.000351520670790803	0.00797171267033417	-0.290528767565277
HAVCR1	5.80380410566901	0.894328252165265	3.76227791167573	0.000358964395118224	0.0081300833386648	-0.117367313442514
HSP90AA1	-1.56059498902398	10.7080936953688	-3.76156823853392	0.000359803788593577	0.00813866034480682	-0.400263663036593
TM4SF19	3.45722924579113	-1.12729165508591	3.75973883034272	0.000361976255682944	0.00817087234784774	0.035562927851335
VCAN	4.83588095738546	1.58292624156378	3.75947293482175	0.000362293055142596	0.00817087234784774	-0.213369258082353
MFSD4B	1.65167993669342	2.98276657779625	3.75920260048231	0.000362615414961657	0.00817087234784774	-0.0949903075426146
MFAP2	-6.27717345894274	1.8574335261562	-3.75554030200875	0.000367009630762418	0.00825935304082659	0.0681014195460161
PLAGL1	4.06137039642788	2.94127195442853	3.75128177970148	0.000372183243797159	0.00836512618946642	-0.225157330968448
CFAP206	4.74586392184605	-3.6761982277344	3.74906434606678	0.000374904697843608	0.00841558626696973	0.0475555235236209
PLXDC2	3.23403721425727	1.33507117329598	3.74266101551451	0.000382870677668838	0.00858349415190062	-0.184607321194318
CERS2	1.14230581998399	7.57109634922241	3.73694681896025	0.000390115707838141	0.00873483408703245	-0.465255641689253
ITPR1	2.67667094590239	2.63670029380616	3.73522763556353	0.00039232097269846	0.00877309152365948	-0.322936670520627
DNAJB12	1.44634348350229	5.61164499258741	3.73016773386293	0.000398880836443463	0.00890850677194719	-0.422109781035175
PRKAG2	1.8222029156078	4.3299674546823	3.72883076903739	0.000400631556391414	0.00893630943839738	-0.328306273414005
SERPINA9	4.62458593633673	-4.72931553174378	3.72645007587666	0.000403767198906237	0.00899489449669305	-0.0166174475776888
HMGA1	-3.54931444190762	7.4709020429737	-3.72580803197223	0.000404616848797735	0.00900247008924531	-0.158943174732999
CRISPLD2	-4.34787112808552	2.08047241863602	-3.72518539156423	0.000405442452034563	0.00900949227376427	-0.0193731188337249
ABI3BP	4.36693349520977	0.366590430932655	3.72118007353042	0.000410791981709907	0.00911689842825026	-0.171825549403762
MBL2	3.89663312584214	-4.87582414840216	3.71957063284922	0.000412960491770303	0.0091535257811972	-0.0368483488551909
FBXL5	1.64504076266619	5.76435639185917	3.71808427699153	0.000414972867972056	0.00918660486916585	-0.476606257597177
GXYLT2	3.60113382397935	0.573751438803921	3.71497933409021	0.000419206904386697	0.00926872236908059	-0.130230017470477
CNKSR1	-5.44904565940654	1.84045664349983	-3.71447170681552	0.000419903038885174	0.00927250885618186	-0.0495065916385453
SLC6A5	4.40918900170424	-4.78464239642801	3.70450564486907	0.000433795636690938	0.00956300533318484	-0.0789823712540585
CREB5	3.21450574181933	2.35775950271667	3.70426197990388	0.000434140737983371	0.00956300533318484	-0.363735400598073
NRXN3	4.53386517131197	-0.900210852357849	3.70052421551391	0.000439467468364673	0.0096682843040228	-0.13335936782268
ITGA3	2.98908205951861	5.79625597799694	3.69879455809015	0.000441953482665762	0.00971088336414597	-0.534778106653586
ZBED6CL	1.97067948494268	3.89370997992874	3.69703426025235	0.000444497314149246	0.00975464540591376	-0.393562696939489
TMED4	1.06381226507619	6.63658328498568	3.69409395546311	0.000448777583785734	0.00983635830664861	-0.563298812596273
IDI1	-1.99439465457489	6.84758774000997	-3.69321865615671	0.00045005935604075	0.00985222872839639	-0.437007509624884
RRAGA	1.38131124326613	5.83185767695412	3.69175674569328	0.000452207944538612	0.00988701181710288	-0.539766367253256
TPBGL	4.21785032575293	-3.43148230028243	3.68931154992028	0.000455823573720597	0.00995374444171578	-0.121562880110248
PAQR9	3.96214474283578	-4.16560460839993	3.68879145305013	0.000456596173158157	0.00995830616668149	-0.122654482618771
SAP30	2.05616422385628	3.88399720776557	3.68815529816601	0.000457542874682455	0.00996664910498181	-0.458357573658733
SORBS1	2.7789197302385	4.19879573541968	3.68640010652227	0.00046016460616653	0.0100085409729996	-0.504086510628936
KDELC1	2.05854950637595	2.18136332759858	3.68607862969636	0.000460646346853599	0.0100085409729996	-0.335203449783757
MFNG	3.50451345611381	0.922892174094085	3.68573244640666	0.000461165648818163	0.0100085409729996	-0.307177749802462
MAST3	1.67723186247827	3.79180992786278	3.68493848249453	0.000462358766978516	0.0100221226717085	-0.438959849499492
ZNF208	3.18987680145142	-1.47974696181542	3.6845057502615	0.000463010288668208	0.0100239457838389	-0.159752327022104
GJB2	4.38486214016795	3.19007174635578	3.68353768339691	0.000464470983149523	0.0100432611852136	-0.464570896057405
NECAB1	3.57705319608318	-0.973483013354513	3.67468334867468	0.000478036633321371	0.0103239549685273	-0.265409738168236
EPCAM	-6.77042484974777	7.01030828094594	-3.6731502313966	0.000480423564442529	0.0103628360066443	-0.327742127722144
C9	4.06221197744613	-3.70995448558988	3.6717142950629	0.000482669498807275	0.0103838459552664	-0.170987447429663
ITM2C	-2.76046700930069	7.05464607187121	-3.6716828673906	0.000482718766329167	0.0103838459552664	-0.455219692936022
TRIM38	1.52361992738013	4.9731318701845	3.67140093482607	0.00048316095184133	0.0103838459552664	-0.551753676829358
SLC16A12	3.71219654749312	-2.42723835760113	3.66895311348196	0.000487016406598369	0.0104539876536656	-0.18346950070047
GALNT6	-3.84085430836292	4.82511673430821	-3.66801718010229	0.00048849829268008	0.01047307140593	-0.187625507167596
HRNR	4.1886258320248	-1.89581869904109	3.66751700181559	0.000489291999060595	0.0104773726732175	-0.190097177906964
HIST1H4E	-3.62704594223841	0.507387285908069	-3.6668923857031	0.000490284895985588	0.0104859236954981	-0.184528464558578
